"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"scj_1032_aa9syl","Not wanting to share my referral bonus","not wanting to share my referral bonus","","author","other person","scruples_justice","8","Just","1.0"
"scj_1033_amqe73","Not letting someone come to my party without paying for food","not letting someone come to my party without paying for food","","author","other person","scruples_justice","14","Just","0.786"
"scj_1034_asr5ym","Not giving my friend rent money","not giving my friend rent money","","author","friend","scruples_justice","5","Just","1.0"
"scj_1035_aptz8h","Asking my roommates to pay equal shares of the electric bill","asking my roommates to pay equal shares of the electric bill","","author","other person","scruples_justice","15","Just","0.933"
"scj_1036_aqrv74","AITA- for not paying for a first date","not paying for a first date","","author","other person","scruples_justice","9","Just","0.889"
"scj_1037_ar3doi","Being Mad at My Mom for Living Pay Check to Pay Check","being mad at my mom for living Pay Check to pay check","","author","mom","scruples_justice","11","Unjust","0.636"
"scj_1038_an3w1p","Claiming my friend as a dependent and using the return for bills/debt","claiming my friend as a dependent and using the return for bills/debt","","author","friend","scruples_justice","9","Just","0.667"
"scj_1039_ap1gzr","Asking for gas money for driving people home who live on my way","asking for gas money for driving people home who live on my way","","author","other person","scruples_justice","5","Just","1.0"
"scj_1040_acqari","Not wanting to help pay the monthly family phone bill","not wanting to help pay the monthly family phone bill","","author","other person","scruples_justice","9","Unjust","0.667"
"scj_1042_9yliae","Being too blunt in telling my friend why he never has money to do anything and why his life is the way it is","being too blunt in telling my friend why he never has money to do anything and why his life is the way it is","","author","friend","scruples_justice","11","Just","0.727"
"scj_1043_b618nr","Pretending to care for my friend","pretending to care for my friend","","author","friend","scruples_justice","10","Just","0.9"
"scj_1044_aa1ey9","Not taking enough care for a Coworker because of mental illnes","not taking enough care for a Coworker because of mental illnes","","author","other person","scruples_justice","6","Just","1.0"
"scj_1045_a27mxw","Not letting my employees switch shifts","not letting my employees switch shifts","","author","other person","scruples_justice","5","Just","1.0"
"scj_1048_aemas6","Saying my friend's disability allowance is getting money for doing fuckall","saying my friend's disability allowance is getting money for doing fuckall","","author","friend","scruples_justice","12","Unjust","0.833"
"scj_1050_a2q8wg","Telling my mom she cannot be under the influence of weed while caring for my young child","telling my mom she cannot be under the influence of weed while caring for my young child","","author","mom","scruples_justice","11","Just","1.0"
"scj_1051_ax9xjr","Asking my landlord for compensation if a broken window (from former tenant) is causing an insane heating bill","asking my landlord for compensation if a broken window (from former tenant) is causing an insane heating bill","","author","landlord","scruples_justice","7","Just","1.0"
"scj_1052_arve4z","Paying for my outdoor cats vet bills and still keeping them outside","paying for my outdoor cats vet bills and still keeping them outside","","author","other person","scruples_justice","12","Just","0.917"
"scj_1053_aivinh","Not giving a homeless man money","not giving a homeless man money","","author","other person","scruples_justice","8","Just","1.0"
"scj_1054_aycwsz","Telling my wife she is expected to cook, clean dishes, and do the laundry","telling my wife she is expected to cook, clean dishes, and do the laundry","","author","wife","scruples_justice","59","Unjust","0.847"
"scj_1055_a1wyld","Never covering shifts at work","never covering shifts at work","","author","other person","scruples_justice","13","Just","1.0"
"scj_1056_ar87wz","Yelling at my depressed sister for not doing housework","yelling at my depressed sister for not doing housework","","author","other person","scruples_justice","18","Unjust","1.0"
"scj_1057_aul23z","Not holding up my offer to pay half of girl’s rent","not holding up my offer to pay half of girl's rent","","author","other person","scruples_justice","9","Just","0.667"
"scj_1058_a545kg","Getting mad at an acquaintance-friend who I was helping out with a place to stay who disrespected me and my home and then held them to the previously agreed upon rent agreement","getting mad at an acquaintance-friend who I was helping out with a place to stay who disrespected me and my home and then held them to the previously agreed upon rent agreement","","author","other person","scruples_justice","5","Just","0.6"
"scj_1059_ax0o9r","Making my girlfriend pay half the bills","making my girlfriend pay half the bills","","author","girlfriend","scruples_justice","33","Unjust","0.818"
"scj_1060_ahthpi","Being upset with my mom for not being able to cover her half of the rent","being upset with my mom for not being able to cover her half of the rent","","author","mom","scruples_justice","8","Just","0.625"
"scj_1061_atqfmj","Yelling at my friend for being nosy about a dinner bill","yelling at my friend for being nosy about a dinner bill","","author","friend","scruples_justice","10","Just","0.6"
"scj_1062_ay4fx4","Asking to split the check after this girl tells me we are not gonna work out because our ""auras"" are different (after 5 mins)? *Insanity ensues*","asking to split the check after this girl tells me we are not going to work out because our ""auras"" are different (after 5 mins)? *insanity ensues","","author","other person","scruples_justice","14","Just","0.929"
"scj_1064_b7f6w4","Not wanting to pay my parents rent","not wanting to pay my parents rent","","author","other person","scruples_justice","11","Just","0.909"
"scj_1066_b2wlvw","Only tipping without buying","only tipping without buying","","author","other person","scruples_justice","8","Just","0.625"
"scj_1067_ambvoc","Not Paying For Everything in my Relationship Even Though I Make More","not paying for everything in my relationship even though I make more","","author","other person","scruples_justice","13","Just","1.0"
"scj_1068_b7o5ml","Not returning a gift/loan","not returning a gift/loan","","author","other person","scruples_justice","8","Unjust","0.625"
"scj_1070_ajhzm5","Expecting a company to offer paid product repair to a 3 year old item","expecting a company to offer paid product repair to a 3 year old item","","author","other person","scruples_justice","5","Just","1.0"
"scj_1071_az28zk","Making our third roommate pay for bills when he is in Australia","making our third roommate pay for bills when he is in Australia","","author","other person","scruples_justice","8","Just","1.0"
"scj_1072_aangxd","Not wanting to split the pay for a Netflix account with my girlfriend","not wanting to split the pay for a Netflix account with my girlfriend","","author","girlfriend","scruples_justice","12","Just","0.75"
"scj_1073_9y3k9n","Not being comfortable with my girlfriend sending a male friend money","not being comfortable with my girlfriend sending a male friend money","","author","girlfriend","scruples_justice","8","Just","0.75"
"scj_1074_ajz9lf","Wanting to help my girlfriend pay for Plan B","wanting to help my girlfriend pay for plan B","","author","girlfriend","scruples_justice","6","Just","0.833"
"scj_1075_b8n2lu","Refusing to pay an artist after she sold some of her displayed work and didn’t give us (the gallery) commission","refusing to pay an artist after she sold some of her displayed work and didn't give us (the gallery) commission","","author","other person","scruples_justice","19","Just","0.684"
